ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,GPS NMEA,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.4022,6.9719,4.5586,-0.084,8.8377,4.2494,0.8979,-1.669,-1.1799,-0.2602,-0.0195,-0.3457,0,17.31,-31.44,-20.25,290.08,-66.08,1.27,5,39.388,48.163666,11.557442,582.65,NaN,0,4.9,262.28,16 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,72,74,75,76,,,,,1.146,0.695,0.911*20::$GPGSV,6,3,22,28,46,139,22,30,69,61,37*40::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.146,0.695,0.911*3C::$BDGSV,6,6,22,205,17,125,,207,8,39,,210,32,51,23,214,33,155,16*5E::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.146,0.695,0.911*2F::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.146,0.695,0.911*29::$GPRMC,164840.00,A,4809.8218,N,01133.4360,E,2.039,271.001,121118,,E,A*14::$GPGGA,164840.00,4809.8218,N,01133.4360,E,1,16,0.695,585.117,M,,M,0,*48::$GLGSV,6,5,22,75,86,81,35,76,42,216,35,82,6,324,32,83,8,11,*6A::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.146,0.695,0.911*26",64014,2018-11-12 17:48:37:970
-1.9249,9.8545,4.7884,-0.514,9.0924,3.6377,1.1515,0.2532,0.6771,-0.1185,0.6048,0.4679,0,20.06,-32.12,-16.94,300.69,-71.22,12.28,5,45.465,48.163666,11.557442,582.65,NaN,0,4.9,262.28,16 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,72,74,75,76,,,,,1.146,0.695,0.911*20::$GPGSV,6,3,22,28,46,139,22,30,69,61,37*40::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.146,0.695,0.911*3C::$BDGSV,6,6,22,205,17,125,,207,8,39,,210,32,51,23,214,33,155,16*5E::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.146,0.695,0.911*2F::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.146,0.695,0.911*29::$GPRMC,164840.00,A,4809.8218,N,01133.4360,E,2.039,271.001,121118,,E,A*14::$GPGGA,164840.00,4809.8218,N,01133.4360,E,1,16,0.695,585.117,M,,M,0,*48::$GLGSV,6,5,22,75,86,81,35,76,42,216,35,82,6,324,32,83,8,11,*6A::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.146,0.695,0.911*26",64514,2018-11-12 17:48:38:470
-0.6321,11.5496,7.5753,-0.084,8.9787,3.9427,-0.0042,0.9553,4.1575,-0.6451,-0.0183,-0.0929,0,16.69,-32.81,-18.62,285.02,-66.29,1.22,5,39.222,48.163666,11.557442,582.65,NaN,0,4.9,262.28,16 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,72,74,75,76,,,,,1.146,0.695,0.911*20::$GPGSV,6,3,22,28,46,139,22,30,69,61,37*40::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.146,0.695,0.911*3C::$BDGSV,6,6,22,205,17,125,,207,8,39,,210,32,51,23,214,33,155,16*5E::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.146,0.695,0.911*2F::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.146,0.695,0.911*29::$GPRMC,164840.00,A,4809.8218,N,01133.4360,E,2.039,271.001,121118,,E,A*14::$GPGGA,164840.00,4809.8218,N,01133.4360,E,1,16,0.695,585.117,M,,M,0,*48::$GLGSV,6,5,22,75,86,81,35,76,42,216,35,82,6,324,32,83,8,11,*6A::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.146,0.695,0.911*26",65014,2018-11-12 17:48:38:970
-1.0726,10.41,4.1755,-0.672,9.2146,3.2877,-0.4655,1.249,2.1843,0.1454,0.2627,-0.077,0,20.56,-32.25,-17.94,299.43,-69.99,11.55,5,49.285,48.163666,11.557442,582.65,NaN,0,4.9,262.28,15 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,74,75,76,,,,,,1.200,0.739,0.945*22::$GPGSV,6,3,22,28,46,139,23,30,69,61,38*4E::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.200,0.739,0.945*3B::$BDGSV,6,6,22,205,17,125,,207,8,39,,210,32,51,25,214,33,155,16*58::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.200,0.739,0.945*28::$GLGSA,A,3,65,74,75,76,,,,,,,,,,,,,,,,,1.200,0.739,0.945*2B::$GPRMC,164841.00,A,4809.8219,N,01133.4350,E,1.987,282.910,121118,,E,A*1D::$GPGGA,164841.00,4809.8219,N,01133.4350,E,1,15,0.739,585.192,M,,M,0,*42::$GLGSV,6,5,22,75,86,81,33,76,42,216,32,82,6,324,32,83,8,11,*6B::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.200,0.739,0.945*21",65514,2018-11-12 17:48:39:470
-0.1628,8.8681,2.7964,-0.0925,9.2717,3.193,0.2788,0.3975,0.6413,0.3299,-0.0244,0.055,0,17.81,-34.81,-13.75,277.52,-70.99,1.66,5,47.303,48.163666,11.557442,582.65,NaN,0,4.9,262.28,15 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,74,75,76,,,,,,1.200,0.739,0.945*22::$GPGSV,6,3,22,28,46,139,23,30,69,61,38*4E::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.200,0.739,0.945*3B::$BDGSV,6,6,22,205,17,125,,207,8,39,,210,32,51,25,214,33,155,16*58::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.200,0.739,0.945*28::$GLGSA,A,3,65,74,75,76,,,,,,,,,,,,,,,,,1.200,0.739,0.945*2B::$GPRMC,164841.00,A,4809.8219,N,01133.4350,E,1.987,282.910,121118,,E,A*1D::$GPGGA,164841.00,4809.8219,N,01133.4350,E,1,15,0.739,585.192,M,,M,0,*42::$GLGSV,6,5,22,75,86,81,33,76,42,216,32,82,6,324,32,83,8,11,*6B::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.200,0.739,0.945*21",66014,2018-11-12 17:48:39:970
-0.4405,7.5178,1.0056,-0.3457,9.3813,2.8357,-0.4681,-1.4967,-3.3456,0.2089,-0.3225,-0.193,0,20.31,-32.12,-18.56,302.16,-73.06,6.95,5,39.412,48.163666,11.557442,582.65,NaN,0,4.9,262.28,17 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,207,210,214,65,72,74,75,76,,,,1.122,0.679,0.893*1E::$GPGSV,6,3,22,28,46,139,22,30,69,61,38*4F::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.122,0.679,0.893*37::$BDGSV,6,6,22,205,17,125,,207,8,39,19,210,32,51,27,214,33,155,16*52::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.122,0.679,0.893*24::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.122,0.679,0.893*22::$GPRMC,164842.00,A,4809.8219,N,01133.4340,E,2.494,278.216,121118,,E,A*1B::$GPGGA,164842.00,4809.8219,N,01133.4340,E,1,17,0.679,585.134,M,,M,0,*4B::$GLGSV,6,5,22,75,86,81,33,76,42,216,31,82,6,324,32,83,8,11,*68::$BDGSA,A,3,207,210,214,,,,,,,,,,,,,,,,,,1.122,0.679,0.893*18",66514,2018-11-12 17:48:40:470
-0.814,6.426,4.5107,-0.7042,9.3689,2.8102,0.2531,-3.1907,-1.6923,-0.1197,0.2517,-0.0098,0,20.94,-35.12,-10.31,281.97,-72.82,14.07,5,40.33,48.163666,11.557442,582.65,NaN,0,4.9,262.28,15 / 20,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,207,210,214,65,72,74,75,76,,,,1.122,0.679,0.893*1E::$GPGSV,6,3,22,28,46,139,22,30,69,61,38*4F::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.122,0.679,0.893*37::$BDGSV,6,6,22,205,17,125,,207,8,39,19,210,32,51,27,214,33,155,16*52::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.122,0.679,0.893*24::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.122,0.679,0.893*22::$GPRMC,164842.00,A,4809.8219,N,01133.4340,E,2.494,278.216,121118,,E,A*1B::$GPGGA,164842.00,4809.8219,N,01133.4340,E,1,17,0.679,585.134,M,,M,0,*4B::$GLGSV,6,5,22,75,86,81,33,76,42,216,31,82,6,324,32,83,8,11,*68::$BDGSA,A,3,207,210,214,,,,,,,,,,,,,,,,,,1.122,0.679,0.893*18",67014,2018-11-12 17:48:40:970
0.1915,7.7189,4.4149,-0.3724,9.2714,3.1734,0.4705,-1.9165,1.1708,0.1295,-0.0965,-0.1747,0,21.31,-34.44,-12.12,277.33,-70.98,6.69,5,40.406,48.163666,11.557442,582.65,NaN,0,4.9,262.28,15 / 20,"$GNGSA,A,3,5,7,8,13,15,21,28,30,207,210,214,65,74,75,76,,,,,,1.384,0.819,1.115*22::$GPGSV,6,3,21,30,69,61,38*7F::$GPGSA,A,3,5,7,8,13,15,21,28,30,,,,,,,,,,,,,1.384,0.819,1.115*0E::$BDGSV,6,6,21,205,17,125,20,207,8,39,12,210,32,51,25,214,33,155,16*5A::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.384,0.819,1.115*24::$GLGSA,A,3,65,74,75,76,,,,,,,,,,,,,,,,,1.384,0.819,1.115*27::$GPRMC,164843.00,A,4809.8218,N,01133.4329,E,2.372,273.571,121118,,E,A*16::$GPGGA,164843.00,4809.8218,N,01133.4329,E,1,15,0.819,584.987,M,,M,0,*4F::$GLGSV,6,5,21,75,86,81,35,76,42,216,30,82,6,324,30,83,8,11,*6E::$BDGSA,A,3,207,210,214,,,,,,,,,,,,,,,,,,1.384,0.819,1.115*18",67514,2018-11-12 17:48:41:470
-0.1724,6.5793,1.9154,-0.5478,9.2107,3.3215,0.3811,-2.6402,-1.4092,-0.0916,0.0648,0.4386,0,25.75,-32.62,-11.5,290.55,-68.79,23.87,5,41.01,48.163666,11.557442,582.65,NaN,0,4.9,262.28,16 / 20,"$GNGSA,A,3,5,7,8,13,15,21,28,30,207,210,214,65,72,74,75,76,,,,,1.239,0.722,1.006*24::$GPGSV,6,3,21,30,69,61,38*7F::$GPGSA,A,3,5,7,8,13,15,21,28,30,,,,,,,,,,,,,1.239,0.722,1.006*0D::$BDGSV,6,6,21,205,17,125,8,207,8,39,14,210,32,51,24,214,33,155,17*66::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.239,0.722,1.006*27::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.239,0.722,1.006*21::$GPRMC,164843.00,A,4809.8218,N,01133.4329,E,2.372,273.571,121118,,E,A*16::$GPGGA,164844.00,4809.8218,N,01133.4320,E,1,16,0.722,585.124,M,,M,0,*45::$GLGSV,6,5,21,75,86,80,35,76,42,216,31,82,6,324,32,83,8,11,*6C::$BDGSA,A,3,207,210,214,,,,,,,,,,,,,,,,,,1.239,0.722,1.006*1B",68014,2018-11-12 17:48:41:970
1.0247,8.1116,2.988,0.0525,9.1203,3.6036,0.9673,-1.0102,-0.6223,0.1869,-0.5779,-0.0709,0,20.25,-34.62,-13.31,278.52,-71.61,4.76,5,41.527,48.163666,11.557442,582.65,NaN,0,4.9,262.28,16 / 20,"$GNGSA,A,3,5,7,8,13,15,21,28,30,207,210,214,65,72,74,75,76,,,,,1.239,0.722,1.006*24::$GPGSV,6,3,21,30,69,61,38*7F::$GPGSA,A,3,5,7,8,13,15,21,28,30,,,,,,,,,,,,,1.239,0.722,1.006*0D::$BDGSV,6,6,21,205,17,125,8,207,8,39,14,210,32,51,24,214,33,155,17*66::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.239,0.722,1.006*27::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.239,0.722,1.006*21::$GPRMC,164844.00,A,4809.8218,N,01133.4320,E,2.060,264.485,121118,,E,A*14::$GPGGA,164844.00,4809.8218,N,01133.4320,E,1,16,0.722,585.124,M,,M,0,*45::$GLGSV,6,5,21,75,86,80,35,76,42,216,31,82,6,324,32,83,8,11,*6C::$BDGSA,A,3,207,210,214,,,,,,,,,,,,,,,,,,1.239,0.722,1.006*1B",68514,2018-11-12 17:48:42:470
-1.561,11.0612,7.7381,-1.0806,9.3043,2.9037,-0.4785,1.7477,4.8336,0.0562,0.9786,-0.358,0,24.38,-32.44,-12.44,294.91,-71.58,20.41,5,40.999,48.163666,11.557442,582.65,NaN,0,4.9,262.28,15 / 20,"$GNGSA,A,3,5,7,8,13,15,21,28,30,207,210,214,65,72,74,75,76,,,,,1.239,0.722,1.006*24::$GPGSV,6,3,21,30,69,61,38*7F::$GPGSA,A,3,5,7,8,13,15,21,28,30,,,,,,,,,,,,,1.239,0.722,1.006*0D::$BDGSV,6,6,21,205,17,125,8,207,8,39,14,210,32,51,24,214,33,155,17*66::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.239,0.722,1.006*27::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.239,0.722,1.006*21::$GPRMC,164844.00,A,4809.8218,N,01133.4320,E,2.060,264.485,121118,,E,A*14::$GPGGA,164844.00,4809.8218,N,01133.4320,E,1,16,0.722,585.124,M,,M,0,*45::$GLGSV,6,5,21,75,86,80,35,76,42,216,31,82,6,324,32,83,8,11,*6C::$BDGSA,A,3,207,210,214,,,,,,,,,,,,,,,,,,1.239,0.722,1.006*1B",69014,2018-11-12 17:48:42:970
-1.0534,11.5209,4.2425,-0.3342,9.2728,3.1738,-0.715,2.2401,1.0626,-0.0037,-0.6304,-0.182,0,20.94,-33.5,-15.5,285.75,-71.01,6.01,5,43.759,48.163666,11.557442,582.65,NaN,0,4.9,262.28,15 / 20,"$GNGSA,A,3,5,7,8,13,15,21,28,30,210,214,65,72,74,75,76,,,,,,1.276,0.736,1.043*1E::$GPGSV,6,3,21,30,69,61,38*7F::$GPGSA,A,3,5,7,8,13,15,21,28,30,,,,,,,,,,,,,1.276,0.736,1.043*02::$BDGSV,6,6,21,205,17,125,8,207,8,39,14,210,32,51,23,214,33,155,24*61::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.276,0.736,1.043*28::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.276,0.736,1.043*2E::$GPRMC,164845.00,A,4809.8214,N,01133.4311,E,2.820,257.845,121118,,E,A*17::$GPGGA,164845.00,4809.8214,N,01133.4311,E,1,15,0.736,584.922,M,,M,0,*43::$GLGSV,6,5,21,75,86,80,35,76,42,216,31,82,6,324,33,83,8,11,*6D::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.276,0.736,1.043*21",69514,2018-11-12 17:48:43:470
-0.8332,10.2185,2.2697,-0.735,9.3538,2.8522,0.1466,0.7175,-0.1063,-0.1112,0.0501,-0.1002,0,22.63,-31.69,-16.81,302.68,-72.52,14.45,5,44.173,48.163666,11.557442,582.65,NaN,0,4.9,262.28,15 / 20,"$GNGSA,A,3,5,7,8,13,15,21,28,30,210,214,65,72,74,75,76,,,,,,1.276,0.736,1.043*1E::$GPGSV,6,3,21,30,69,61,38*7F::$GPGSA,A,3,5,7,8,13,15,21,28,30,,,,,,,,,,,,,1.276,0.736,1.043*02::$BDGSV,6,6,21,205,17,125,8,207,8,39,14,210,32,51,23,214,33,155,24*61::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.276,0.736,1.043*28::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.276,0.736,1.043*2E::$GPRMC,164845.00,A,4809.8214,N,01133.4311,E,2.820,257.845,121118,,E,A*17::$GPGGA,164845.00,4809.8214,N,01133.4311,E,1,15,0.736,584.922,M,,M,0,*43::$GLGSV,6,5,21,75,86,80,35,76,42,216,31,82,6,324,33,83,8,11,*6D::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.276,0.736,1.043*21",70014,2018-11-12 17:48:43:970
-0.7949,7.5369,2.9401,-0.5301,9.0451,3.7515,-0.2641,-1.7588,0.0044,-0.3531,-0.2492,0.1124,0,23.13,-33,-14.75,280.73,-67.27,8.04,5,41.507,48.163666,11.557442,582.65,NaN,0,4.9,262.28,15 / 20,"$GNGSA,A,3,5,7,8,13,15,21,28,30,210,214,65,72,74,75,76,,,,,,1.276,0.736,1.043*1E::$GPGSV,6,3,21,30,69,61,37*70::$GPGSA,A,3,5,7,8,13,15,21,28,30,,,,,,,,,,,,,1.276,0.736,1.043*02::$BDGSV,6,6,21,205,17,125,8,207,8,39,13,210,32,51,21,214,33,155,28*68::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.276,0.736,1.043*28::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.276,0.736,1.043*2E::$GPRMC,164846.00,A,4809.8211,N,01133.4299,E,2.531,269.351,121118,,E,A*1E::$GPGGA,164846.00,4809.8211,N,01133.4299,E,1,15,0.736,585.038,M,,M,0,*47::$GLGSV,6,5,21,75,86,80,34,76,42,216,30,82,6,324,33,83,8,11,*6D::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.276,0.736,1.043*21",70514,2018-11-12 17:48:44:470
-0.4788,7.2401,1.7142,-0.4913,8.8832,4.1251,0.0206,-1.6459,-2.4187,0.0098,0.1307,-0.2236,0,22.44,-31.37,-19.06,287.86,-64.94,6.79,5,45.376,48.163666,11.557442,582.65,NaN,0,4.9,262.28,15 / 20,"$GNGSA,A,3,5,7,8,13,15,21,28,30,210,214,65,72,74,75,76,,,,,,1.276,0.736,1.043*1E::$GPGSV,6,3,21,30,69,61,37*70::$GPGSA,A,3,5,7,8,13,15,21,28,30,,,,,,,,,,,,,1.276,0.736,1.043*02::$BDGSV,6,6,21,205,17,125,8,207,8,39,13,210,32,51,21,214,33,155,28*68::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.276,0.736,1.043*28::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.276,0.736,1.043*2E::$GPRMC,164846.00,A,4809.8211,N,01133.4299,E,2.531,269.351,121118,,E,A*1E::$GPGGA,164846.00,4809.8211,N,01133.4299,E,1,15,0.736,585.038,M,,M,0,*47::$GLGSV,6,5,21,75,86,80,34,76,42,216,30,82,6,324,33,83,8,11,*6D::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.276,0.736,1.043*21",71014,2018-11-12 17:48:44:970
0.5171,8.3797,5.9089,-0.6642,9.016,3.8,1.7135,-0.7784,1.8289,0.0318,-0.2566,0.0904,0,23.63,-32.69,-14.19,279.35,-66.84,9.91,5,44.398,48.163666,11.557442,582.65,NaN,0,4.9,262.28,13 / 20,"$GNGSA,A,3,5,7,13,15,21,28,30,210,214,65,74,75,76,,,,,,,,1.550,0.863,1.287*25::$GPGSV,6,3,21,30,69,61,36*71::$GPGSA,A,3,5,7,13,15,21,28,30,,,,,,,,,,,,,,1.550,0.863,1.287*3C::$BDGSV,6,6,21,205,17,125,8,207,8,39,13,210,32,51,19,214,33,155,29*62::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.550,0.863,1.287*2E::$GLGSA,A,3,65,74,75,76,,,,,,,,,,,,,,,,,1.550,0.863,1.287*2D::$GPRMC,164847.00,A,4809.8208,N,01133.4290,E,1.991,280.407,121118,,E,A*18::$GPGGA,164847.00,4809.8208,N,01133.4290,E,1,13,0.863,585.124,M,,M,0,*42::$GLGSV,6,5,21,75,86,80,35,76,42,216,32,82,6,324,35,83,8,11,*68::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.550,0.863,1.287*27",71514,2018-11-12 17:48:45:470
0.6608,9.0022,4.9416,0.5103,8.9683,3.9342,0.9213,-0.054,-0.7275,-0.3152,-0.1442,-0.9908,1,18.63,-33.19,-18.75,287.95,-68.97,0.63,5,43.708,48.163666,11.557442,582.65,NaN,0,4.9,262.28,14 / 20,"$GNGSA,A,3,5,7,13,15,21,28,30,210,214,65,74,75,76,,,,,,,,1.550,0.863,1.287*25::$GPGSV,6,3,21,30,69,61,36*71::$GPGSA,A,3,5,7,13,15,21,28,30,,,,,,,,,,,,,,1.550,0.863,1.287*3C::$BDGSV,6,6,21,205,17,125,8,207,8,39,13,210,32,51,19,214,33,155,29*62::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.550,0.863,1.287*2E::$GLGSA,A,3,65,74,75,76,,,,,,,,,,,,,,,,,1.550,0.863,1.287*2D::$GPRMC,164847.00,A,4809.8208,N,01133.4290,E,1.991,280.407,121118,,E,A*18::$GPGGA,164847.00,4809.8208,N,01133.4290,E,1,13,0.863,585.124,M,,M,0,*42::$GLGSV,6,5,21,75,86,80,35,76,42,216,32,82,6,324,35,83,8,11,*68::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.550,0.863,1.287*27",72014,2018-11-12 17:48:45:970
-2.49,12.2296,1.8771,-0.9291,9.3363,2.853,-1.2969,2.7748,0.4616,-0.1136,0.8259,0.2932,1,24.25,-32.62,-14,281.18,-69.29,7.73,5,43.529,48.163666,11.557442,582.65,NaN,0,4.9,262.28,14 / 20,"$GNGSA,A,3,5,7,13,15,21,28,30,210,214,65,72,74,75,76,,,,,,,1.356,0.766,1.118*2F::$GPGSV,6,3,21,30,69,61,37*70::$GPGSA,A,3,5,7,13,15,21,28,30,,,,,,,,,,,,,,1.356,0.766,1.118*33::$BDGSV,6,6,21,205,17,125,8,207,8,39,13,210,32,51,21,214,33,155,30*61::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.356,0.766,1.118*21::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.356,0.766,1.118*27::$GPRMC,164848.00,A,4809.8206,N,01133.4282,E,2.191,280.547,121118,,E,A*14::$GPGGA,164848.00,4809.8206,N,01133.4282,E,1,14,0.766,585.254,M,,M,0,*49::$GLGSV,6,5,21,75,86,80,33,76,42,216,32,82,6,324,35,83,8,11,*6E::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.356,0.766,1.118*28",72514,2018-11-12 17:48:46:470
1.1779,10.0269,6.0238,-0.3681,9.1992,3.3776,-1.2499,2.8334,1.0647,-0.4423,-0.5608,0.4618,1,21.06,-33.94,-13.62,276.69,-69.15,4.06,5,44.849,48.163666,11.557442,582.65,NaN,0,4.9,262.28,14 / 20,"$GNGSA,A,3,5,7,13,15,21,28,30,210,214,65,72,74,75,76,,,,,,,1.356,0.766,1.118*2F::$GPGSV,6,2,21,13,48,294,36,15,12,294,27,21,6,328,31,28,46,139,34*4D::$GPGSA,A,3,5,7,13,15,21,28,30,,,,,,,,,,,,,,1.356,0.766,1.118*33::$BDGSV,6,6,21,205,17,125,8,207,8,39,13,210,32,51,21,214,33,155,30*61::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.356,0.766,1.118*21::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.356,0.766,1.118*27::$GPRMC,164848.00,A,4809.8206,N,01133.4282,E,2.191,280.547,121118,,E,A*14::$GPGGA,164849.00,4809.8204,N,01133.4273,E,1,14,0.766,584.764,M,,M,0,*43::$GLGSV,6,5,21,75,86,80,33,76,42,216,32,82,6,324,35,83,8,11,*6E::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.356,0.766,1.118*28",73014,2018-11-12 17:48:46:970
-1.0534,10.8793,5.6695,-0.7327,9.2095,3.2889,-0.1988,1.2149,-0.2685,0.033,0.3922,-0.0599,2,24.06,-32.12,-12.94,285.78,-69.9,12.56,5,45.714,48.163666,11.557442,582.65,NaN,0,4.9,262.28,14 / 20,"$GNGSA,A,3,5,7,13,15,21,28,30,210,214,65,72,74,75,76,,,,,,,1.356,0.766,1.118*2F::$GPGSV,6,3,21,30,69,61,37*70::$GPGSA,A,3,5,7,13,15,21,28,30,,,,,,,,,,,,,,1.356,0.766,1.118*33::$BDGSV,6,6,21,205,17,125,10,207,8,39,12,210,32,51,22,214,33,155,28*53::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.356,0.766,1.118*21::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.356,0.766,1.118*27::$GPRMC,164849.00,A,4809.8204,N,01133.4273,E,2.383,278.223,121118,,E,A*1A::$GPGGA,164849.00,4809.8204,N,01133.4273,E,1,14,0.766,584.764,M,,M,0,*43::$GLGSV,6,5,21,75,86,80,33,76,42,216,33,82,6,324,34,83,8,11,*6E::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.356,0.766,1.118*28",73514,2018-11-12 17:48:47:470
-0.1532,10.1131,2.8156,-0.3948,9.0645,3.7214,0.3065,-1.7585,-1.3089,-0.0623,-0.3592,0.0428,2,21.06,-33.81,-12.06,270.3,-67.57,6.06,5,45.986,48.163666,11.557442,582.65,NaN,0,4.9,262.28,14 / 20,"$GNGSA,A,3,5,7,8,13,15,21,28,30,210,214,65,74,75,76,,,,,,,1.430,0.830,1.165*13::$GPGSV,6,3,21,30,69,61,37*70::$GPGSA,A,3,5,7,8,13,15,21,28,30,,,,,,,,,,,,,1.430,0.830,1.165*0A::$BDGSV,6,6,21,205,17,125,10,207,8,39,12,210,32,51,22,214,33,155,28*53::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.356,0.766,1.118*21::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.356,0.766,1.118*27::$GPRMC,164849.00,A,4809.8204,N,01133.4273,E,2.383,278.223,121118,,E,A*1A::$GPGGA,164850.00,4809.8200,N,01133.4267,E,1,14,0.830,583.767,M,,M,0,*42::$GLGSV,6,5,21,75,86,80,33,76,42,216,33,82,6,324,34,83,8,11,*6E::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.356,0.766,1.118*28",74014,2018-11-12 17:48:47:970
